text,stars,complaint_category,complaint_label
"after having been here a few times, i would say most of the reviews were dead on. the waiter was a fill in from another of the chain restaurants. the poor guy was serving everyone which wasn't that busy running around cool headed, apologetic and super fast paced. after ""gonging"" our announcement that we were there, a guy came to seat us about 10 or so minutes later. sadly, we were told that he was the owner. not too personable. to be fair, they really never had great service in the few times i have been there. what keeps me infrequently coming back is their drunken noodles. they rock. we went also for the referral of the pumpkin curry entree. both more than made up for the extremely slow service and normally unfriendly staff. summary of the rest of the reviews. fish tank and others looked really clean, though i have seen them horrible before. bathroom was atrocious. filthy and gross. waiter gave me some napkins and sent a guy out to buy more . walk to the bathroom was down a dark hallway, thankfully again the waiter helped out with that. poor guy! he deserves to manage the place and a raise! lol",2,Service Delay,1
"wow! i have never been to a place with service this horrible. i may have caught them on a bad night, but i'm not giving them a second chance to find out! i came in with a group of 4. we stood up front for 5-10 minutes before waving someone down to be seated. that was a mistake. as we're waiting for a server to take our drink order, we noticed that every single table had empty cups waiting to be refilled, dirty plates that needed bussing, and people with impatient faces. there was only 1-2 dedicated servers, and they completely ignored us. we stuck around just to see how long it would take before someone took our drink order, it was like being in the twilight zone. after 30 minutes and flagging down 3 employees, we just walked out laughing, no one had even apologized for the wait, i'm not sure they even saw us leave! it was the strangest restaurant experience of my life. what a joke. edit to their credit, right after i posted this review, i received a message explaining that the director of operations would like to amend the situation, even going so far as to include their cell number. i admit that i feel strange posting such a negative statement amid all the 4 and 5 star reviews, i'm assuming i caught them on a really bad night. i'll edit this if i ever return to the restaurant, but the fact that someone actually reached out to try to rectify things says something",1,Service Delay,1
"i've decided to completely write this place off, and here is why you should too three times i have tried to go here and they have been closed, all the while their website and posted hours say they should be open. if one of you wants to drive all the way here from the suburbs, you'd better call first because this place cannot be trusted. i've wasted my time and spent hungry minutes walking here only to be disappointed. vitamin t will fail, there i said it.",1,Service Delay,1
"one word sums this place up. ghetto! the other reviews were right on the money. i'm not gonna lie, i was scarred! so i suggest buying your tickets ahead of time to get the best rate. i also highly suggest paying the extra 5 bucks to get priority seating and sit up front. and watch your seat- if you leave it empty, you will get jacked. be forewarned- people stink! apparently other passengers don't believe in showers or deodorant. a can of lysol may help. i'm giving 2 stars instead of 1 because the bus did arrive to destination on time both times i used the bus, and the second driver was very cool and funny.",2,Service Delay,1
"it was christmas eve, and we were hungry so we followed some other cars turning into their parking lot. we were the only chinese people in there besides the staff. omg, it was like a time warp back to when chinese were cooking for americans. the decor was so eclectic, i can't even tell you what style it was. not real chinese or pretend chinese, not upscale or tattered. you've got to see it for yourself if you really want to know . i had to order a pupu platter which came with a flame and some sweet, sticky chicken wings, fried wontons, fried shrimps, beef on sticks, and shrimp toast i think . all the chinese restaurants i go to in ny don't have it in their menu. what can i say.fun and not too bad. the fried duck was overcooked and dry. the other things thing sauteed string beans and shrimp with sizzling rice were alright. let's just say it wasn't the best meal i ever had.",2,Food Quality,0
there were 3 cars in the parking lot and people walking to the door but the young lady closed the doors at 9 51pm the young lady spoke through the glass for atleast 4 minutes explaining she would not open the doors i live behind this location but i may not return. there is a walgreens off of 7th street.,1,Service Delay,1
i am writing this review only for the optical department. i accidentally poked my eye with a branch yesterday and knew i had damaged it so i went to the gilbert costco optician and asked if i could be seeing on an emergency basis. the receptionist asked me if i could come back in 5 hours to which i stated it was an emergency and could asked the dr if she could see me. she asked her and she said no she did not have time. i find it very unbelievable that on an emergency basis they can turn someone away who has a costco optics patient for years. i recognize that she had a patient at the time but i said i could wait until after so she could at least take 5 minutes to tell me if i should go to a hospital or not. dont ever waste your time going here if you need immediate attention for an emergency because they will not make room for you.,1,Service Delay,1
"oh boy. i usually love love mucho gusto. but no me gusta today! we got a to go order, perhaps that was mistake numero uno. i got the nachos. really, you can't mess those up. or so i thouhgt! i mean filiberto's would have been a better choice! can you say cold soggy mess. maybe that was my fault. i will accept the blame. i really should have known better. mistake numero dos. what do you call shrimp cocktail with out the shrimp? bad service! lack of quality control.really. really? you forgot the shimp? how do you do that. better question who does that? mistake numero tres.lemme just say burned tasting chips as opposed to my soggy nacho chips and left an acrid taste in ones mouth and the most offending guacamole that i have ever had. let me just say that my co worker and i eat here frequently enough that we can order for each other. we also know to order our guacamole with out the grand marnier galze thingy on top. mucho gusto you mucho failed me today. i hate leaving a bad review without first compaining to management so expect a phone call from me shortly.",1,Food Quality,0
"we had a group reservation for the old town tortilla factory, that was great. the problem was that was about all that was great about the place. the credit card machine in the bar was down for the time we were waiting for our table, chips and salsa was 7 and the food was not really good at all. i had asked our waitress about two items and she suggested the restaurants signature dish pollo margarita, stuffed chicken breast with chiptole mashed potato cake and seasonal vegetables. the chicken was extremely dry the stuffing was bland and the mashed potato cake was the same bland and dry. the only thing good to eat was the freshly made tortillas.",2,Food Quality,0
"way overpriced. wide selection. good to browse, not to buy. check out your local mexican market.",2,Pricing Issue,3
"i had dinner at the thai rama two days ago. it wasn't an awful dining experience, but i'm not sure i would go here again. my friend and i ordered the egg rolls sorry, i don't remember the thai name , and they were okay. two pieces, small but the price was 2, so what did i expect? , and an average filling - something i would expect from frozen egg rolls. we're both vegetarians and were happy to see a vegetarian section in the menu, but were slightly disappointed with the options. three of the items included oyster sauce, and the other three were either vegetarian fried rice or red green curry vegetables. i ordered the green curry vegetables medium hot , and my friend ordered the red curry vegetables mild - and she stressed mild . we waited 20 minutes for our dinner to arrive. i didn't mind my dish - it was waaaaay spicier than medium, but i don't mind a little heat. the sauce was very runny, and the vegetables were soggy and looked they had been sitting in the sauce for quite a while. my friend didn't like her dish at all, mostly because it was quite spicy for being a mild dish. we spent 25 total, and i'm not sure it was worth it. the service was slow, but the waitresses were very friendly. overall, i would probably not recommend this restaurant to a friend.",2,Food Quality,0
"i don't think i have ever been to a restaurant where i have treated so poorly by the wait staff. i'm actually rethinking my green rating because i sincerely think this is my worst restaurant experience. the one good thing i can write is that this place is really cute and it has an inviting patio. lots of string lights and cute bistro tables. i really thought i was in for a great evening. oh how wrong i was. my friend and i walked in and the hostess immediately sat us at a four top right in front of the door. unless the restaurant is packed and the drafty table in front of the door is the last spot available, i do not want to sit in a place where incoming guests will constantly bump into my chair. i pointed to a seat in the back and after trying to convince me i didn't want that table, the hostess led us to the back. it's not the worst thing that could ever happen and that instance did not ruin my evening, it was just weird. we sat and were greeted by our waitress, who initially seemed very nice. we both ordered water to start and i asked her for a drink menu. apparently the drink menu is on the back of the regular menu. it's just so small that i missed it the first time. she told me that friday night is the 4 frozen house margarita night, so i went with her suggestion. by the time i finish pulling out my id, my dining partner was ready to order. we got a queso appetizer, the vegetarian tacos with a side salad, and the machaca plate. while we waited, a few more groups came in, were greeted, and received their adult beverages. it had been ten minutes since i ordered my drink, so i tried to look for our waitress. she finally popped up five minutes later, but avoided all eye contact with our table. when she did see me, she quickly ran outside. i understand she might have had a few tables outside, but why have an inside section to wait as well? the table right next to us had an amazing server who brought them two orders of drinks in the time it took to get my water glass refilled. margarita was still mia at this point. then, the queso came out, brought by two hipsters. it looked like an over-microwaved styrofoam plate in a skillet and tasted just as bad. my friend tried to make the best out of the situation, but i was ready to call the manager. i really, really regret that i did not. nasty queso juice dripped all over the table and there was no silverware or napkins to be found. and no wait persons or a hostess to ask for said items. twenty minutes after i ordered my margarita, it was still mia. our waitress finally popped up and asked how the appetizer was. my friend cut me off and said it was different, but okay. he took rare this opportunity to ask for silverware. the waitress made an excuse that it should have been on the table already and went to grab some. when she came back, i asked about my drink. with another lame excuse that could have been avoided if she ever check on us in the then-thirty minute absence, she finally brought me my drink. it was okay, not worth 4. more like 2-3. two seconds later, the food came out. at least we had silverware? 1 my veggie tacos and side salad were okay. is it bad that the best part of meal was the white, iceberg lettuce salad? 2 my friend's machaca was bone dry. isn't machaca supposed to be tender, rehydrated, and edible? all in all, the salsa was the best part of the meal. yet, one cannot enjoy a dining experience on salsa alone. this was sincerely my worst experience at a restaurant and i will not go back to mucho gusto.",1,Food Quality,0
the only good thing is the cheesecake. the food is terribly mediocre. and i hate how they seem to all be decorated like ruins of some sort. i want some damn food not an expedition with fernando!,2,Food Quality,0
"i'm sitting here as i write this.i'm thoroughly unimpressed. with its bare white walls and sparse attempts at decor, this place is overly and unreasonably obnoxious. despite not being crowded, and there never being more than one person in front of me each time, i had to wait on line. with two people working behind the counter there's no reason to forget my order or make me wait 5 minutes each time i needed something to get my coffee, to ask for the internet password, and then to remind them that i ordered coffee . unfortunately the coffee supplied was mediocre as best. disruptive music selection that was too damn loud. annoying.thank god for pandora.com, a good set of ear-bud, and reasonable wi-fi or i never would have gotten any work done. the only reason i'd come back here is if my son had another concert to attend nearby. needless to say, i do not recommend.",2,Service Delay,1
"empty tables. told 15 minute wait. ok. 5 minutes into wait by the door, bumping elbows with counter patrons , 2 people at the counter complained they had been there 20 minutes. we left at that point",1,Service Delay,1
not a company to do business with . from my experience !',1,General Dissatisfaction,5
i wouldn't send my worst enemy to this place.,1,General Dissatisfaction,5
"i do enjoy a good bowl of pho. this was -not- a good bowl of pho. grey chicken meat., off tasting broth, old bean sprouts, 1 piece of a jalepeno pepper. dingy insides. weird looks from the server. i don't think i'll be back. not much else i can say",1,Staff Behavior,2
"most horrible buffet i have ever been to. my boyfriend and i are big chinese buffet fans. a ton of them have raised their prices recently and, not surprisingly, have been closing down left and right . so the prospect of a good buffet at 5-8 dollars was absolutely amazing. we read all the reviews on yelp and i had high hopes. dear lord. the food is awful here. inedible. tastes very distinctly like a bad frozen dinner. the only thing i remember being remotely food-like was some kind of beef and onion dish. which tasted a bit like a philly cheesesteak. not exactly asian fare. i tried really hard to like this place. my boyfriend didn't like any of it either. i don't understand how they have such good ratings. the only thing i like about this place is their dessert bar, because they have toppings for the frozen yogurt. it always annoyed me how so many buffets don't even have sprinkles. so they've got that going for them. though i think i'll just go to mojo or yogurtland. haha. in short, i don't understand how anyone can eat this garbage.",1,Food Quality,0
"great location. nice decor. the food was adequate, but 13 for the turkey pastrami sandwich was a little high for a lunch. i guess those chandeliers are expensive and rent at the waterfront cannot be cheap. our server was poorly trained. she placed the food in front of me instead of the lady first. i asked for water and the server brought only one glass of water and didn't bother to ask about the lady's needs. this venue is not for those who appreciate fine or even appropriate service. sam needs to educate his young servers on the finer points of courtesy. our server was also extremely bored with her job, her life, and her existence. that's the impression we received.",2,Food Quality,0
"this place is ok if you are so starving you don't care what you eat. the chips and salsa are great, but everything else is pretty bland. i am a fan of tamales and i would definitely not order it again. they do make some pretty good chicken tacos, but you only receive 2 small tacos and its about 12. no thanks! i would prefer taco bell over mi amigos. the staff is very nice and the service is good, too bad the food does not match.",2,Food Quality,0
"i suppose you could just put me in the ""box"" with ""luis t"" on 3.20.10.because if i didnt know any better, his could have been my entry. so i was here this week. let me start by saying i have been giving los dos molinos my business for almost 20 years now, and each year that goes by i find myself saying that i am going to cease my patronage. i will save the stories from the recent years and why i've been feeling this way, and give you just the specifics from my most recent visit if you want to make the rule that there are ""no split checks"" then can you at the very least get with the current times and make the bill somewhat decipherable? we had a large party, and were quite promptly advised there were no split checks, yet at the end of the night we were left with a ribbon of calculator tape with only prices, and no correlation with actual menu items.so we had to cross reference the menu to figure out what the heck all the itemizations correlated to. and by the end of it, we pretty much gave up and just guessed at what each person should contribute because the receipt may have just as well been in morse code. ok, im getting ahead of myself.its one thing if you have subpar service and the restaurant is slammed, understaffed, there is a mlb baseball game or nba basketball game, or concert going on.this was not the case. we were the only table inside the restaurant and the service absolutely sucked. how many times must one flag down the server for take your pick a refill on chips b refill on ice water and c most importantly since the drinks are marked up 300 a fresh drink! oh yes and d check please. we had to look over our shoulders for a , b, c, and d. when our table collectively decided the service was ridiculous we decided the tip would reflect that, and then we realized an 18 gratuity was included.well no wonder. when that is the case, there is no incentive for decent service! we brought several items to the attention of the bald headed caucasian man who may have been a manager of some sort but his severe lack of customer service skills merely resulted in him stating in a childish voice ""they are complaining about the service"" to an audience that didnt exist. damn right! and damn right we will take our business elsewhere. grandma chavez is rolling in her grave! you should be ashamed!",1,Food Quality,0
"ok so i get the peanut thing, wood accented atmosphere, good service although rather ""in your face"" at times and the packed dining room bar even on a thursday night. what i don't get is the awful food. this was my first and last visit into this franchise restaurant. how they convinced franchisees and the general public to invest and vote with hard earned dollars is beyond me. i took my friends 11 year old there after he played in a b'ball game and after looking at the menu and pricing decided to split the rib eye special 19.99. i got the fried pickle appetizer as well and was sorely disappointed in the batter and both of the ""dipping sauces"" watery ranch and thousand island? i really couldn't tell . even a franchise like h ers makes them way better.wow. on to the main course. the baked potato with butter and cream cheese was overcooked or something? i have never had a potato that seemed to have been soaked in some type of brine and then baked? kind of par boiled or something. anyway the color was greyish and the taste like that of a fishy sea salt. moving to the broccoli i was greeted by a palor yellow looking presentation. i couldn't tell if it was cheesy cauliflower or ? wow the taste was again that of something really overcooked or under matured.yick the last chance at redemption came with the medium well rib eye. good sized portion and easily split between the two of us 20oz. good wholesome beefy taste and great texture only to be squallored by a heavy saltiness.not sure where this was picked up from but maybe by hanging out too close to the potato? i really am normally an amicable restaurant patron but after forking over 46 including tip for two to split some food and getting served what we did .well you get my drift. signed, nevertostepfoot-insidetheroadhouseagain",2,Food Quality,0
"not recommended if you're not white. for me, it's the third time somebody threw out racial slurs at my group. i am beginning to think the place is for rednecks and the like. d b bowling lanes are better.",1,General Dissatisfaction,5
"let's talk about failure, baby. hey, if your idea of salad is punishment via tasteless lettuce and mealy tomatoes splashed with the most generic, industrial vinaigrette, you've found just the right place to bdsm your tongue. go for it! i ordered capellini checca, and i had it substituted with spaghetti i like more girth re pasta . what i got was the limpest pile of spaghetti that couldn't be revived with a lifetime supply of viagra. the doa pasta was topped with a pathetic sprinkling of more mealy tomatoes the menu says fresh roma tomatoes- these had the texture and taste of a dying horse's ass moreso than fresh produce . the faint, acrid garlic tasted like it came out of a shaker bottle and not a bulb- and motherf k, respectable checca should have more than 1 16 teaspoon of microscopically chopped basil. this place makes old spaghetti factory look like fine dining, and i would rather starve than be even close to that chain restaurant of culinary doom. hell, this place is the disowned, cracked-out junkie brother of osf. it's really that terrible. i gave them the single star only because the management was incredibly lovely, and did not charge for the unforgivable disaster masquerading as edible food worth paying for.",1,Food Quality,0
"place was great the first time i went, second time one of dan's fair weather buddies thinking he was big shooter disrespected a good friend of mine over a misunderstanding that could have easily been solved through civil conversation, but he tried to be mr. big shot. the food was good, but not good enough to put up with that crap ever again.",2,Food Quality,0
"the theater itself i have no problem with. its the fact that we came out of the theater to a broken out driver passenger window, my doors unlocked and some dumb ass broke into my car and didn't even take anything. really? i should've known better given the area but it was the only harkins showing the movie we wanted to see. security was nice enough to leave a note on my window.can you believe there's no cameras in the parking lot at all! ugh! disappointed customer to say the least. will not be back there that's for sure.",1,General Dissatisfaction,5
"tried shorty's today, sadly it will be my one and only visit. to begin service was mediocre at best, portions are small i thought my steakburger was a slider , and there was also the black facial hair that was in between the cheese and burger. that's when customer service went down the drain, all we got was a ""that's weird"" and an i'm sorry. if your running a joint and a customer finds a big hair in their food you do whatever you can to save that customer and make them want to come back. something, not just sorry for your luck. i will stick with rocketburger, just up the street, cheaper, bigger portions, tasty and most important, they got great service. if i had to sum it up for ya in a few words i'd say""don't do it""!",1,Food Quality,0
to make a long story short --- we had a coupon for this place. we know its an asu hang out but the coupon was for spend 50.00 get 25.00 off. ok service was not good --- when we got the bill the pizza and wings were charged separate -- not right -- it was a together order per the menu. we had a pitcher of beer and a single beer plus food -- bill was almost 70.00 -- we gave the waitress the coupon -- she had to change the bill for the pizza and wings --- then she came back and stated the coupon had a 18 gratuity and service charge of 13.59. based on what ? that actually ate up the coupon and we ended up paying full price anyway. never again --- and the food was fair --- not a good place to return to -- asu take it away -- its all yours -----,2,Food Quality,0
i liked the concept. staff was very nice. food tasted like it was warmed up in a microwave and cold on top and warm on the bottom. after we watched our movie we wanted to purchase tickets a week in advance for another movie. we went to customer service and asked them if they knew if tintin would be playing on weds. we were there saturday night . they told us they did not know and we would have to check on weds. whaaat? they don't know what movies are playing the following week? i was ticked off. their website is no better. it is confusing and hard to order tickets. i searched for tickets for tomorrow and it says showtimes not available. sure seems like they don't want anybody to come see any movies. after spending 100 for food and movie i think i will try a different place.,2,Food Quality,0
"first of all, if you go here, please please please make sure you check your bill when it comes! honestly. we went here 3 times. all 3 times we were over charged. either the menu's were out of date, or we were ""past happy hour time"" bs . oh and the other excuse. we just changed our menu. blah blah blah p then they always have to ""get a manager"" to come to the table, which takes forever! i am sure they hope we leave plus! the service sucks ass! this is a definitely bait and switch! 1st time it happened we just dealt with it, and was like, whatever. 2nd time it happened, my daughter who just got back from deployment navy wanted to do something special for us and took us all there. my husband looked at the check and noticed it wasy crazy over what we thought as we were there for happy hour. the waitress had to get the manager which took over 20 minutes, gimme a break finally we took a 30 dollar gift card because we were so sick of 'arguing about it. we discussed it about 20 minutes and we were finally like, whatever. 3rd time. took a friend there. again we ordered devils ale. on the menu it was listed at one price. when we got the bill, it was almost twice as much. we waited for our server to come back, she never did, she totally ignored us. i gave her a dollar tip which is not like me, i tip very well, too well and i wrote on the recept why she got such little money as a tip. if you are looking for a fun time go caddy corner to san filepe's that place is fun and the staff are friendly and fun. we much prefer there, we wll never go to caddilac ranch again. they say 3rd time is a charm, well, it is. its a charm to know you are overspending and its a big gimmick and they dont give a crap! oh and if i didn't have to give a star, i wouldn't have.",1,Food Quality,0
worst customer service of any grocery store i've ever been in. ever! i'd rather go to any other safeway or any other grocery store. i'll drive the extra 10 miles just to avoid this place.,1,Service Delay,1
"please for the love of god, don't microwave eggs. if not for that, this review would be a 3 or 3.5 stars, but seriously, eggs don't like microwavization. just ruined the whole panini egg sandwich for me. the coffee was pretty good. they had a selection of 4 going from light to dark which is nice. lots of places have you choosing between a full city and a french which is frustrating. service was very friendly, but a tad slow for the number of people that were working there. i think they were focused on a lot of large pickup orders, but when you sell bagels by the barrel, you should expect that. saw some people picking up said bagel barrels, they mentioned how their office would cheer upon their arrival and heap laurels and praise on their shoulders. they boasted that their upcoming performance review was assuredly positive with such accolades. i smiled at them and wished them the best in their fantasy worlds. scottsdale methinks is full of fantasy in this desert oasis.",2,Service Delay,1
"i bought a new mountain bike from them in dec 2011. the buying experience was great, my salesperson was very knowledgeable and they had the bike built in a couple of hours. my problem was the included 90 day tuneup. they didn't do any of the work that needed to be done and gave the bike back to me with my brakes rubbing, gears not shifting correctly, and wheels that needed to be trued. after spending thousands of dollars on my bike and accessories i expected more. they only give one tuneup at landis less then many of their competitors so i wish things would have been done correctly. i will be bringing my bike to another shop for service in the future.",2,Service Delay,1
"2.5 stars the short open and clean setup with friendly staff, but it's basically just-ok carby kid food. the long on the south side of thomas, just west of 44th st., turning left into the lot can be a bear during peak traffic, but it's otherwise fairly accessible for people driving in from the west or walking up, like i did. the inside is wide open and clean with plenty of chairs and tables that were just a little too cluttered around the restaurant floor plan. otherwise, it doesn't stick out much from other fast food joints. i went during the middle of a somewhat busy lunch period, and who seemed to be the head cashier loudly greeted just about everyone who walked in the front door on the other side of the restaurant. my cashier was friendly and quick, though he seemed a tiny bit frazzled by the small rush. i ordered the box combo and a lemonade to go and headed back to my office a short 5-minute walk away. i hoped the freshly squeeze lemonade would be awesome, even if they did charge only about a dime more than fountain drinks for a regular. although i could taste the lemon, the drink was so sweet, it may as well have been from a mix or carton. the box comes with a small container of sweet coleslaw dressed in a lot of mayo, a slab of soft-in-the-inside, perfectly browned-on-the-outside toast, somewhat slightly crisp, thin crinkle cut fries, a container of cane sauce which tastes like burger sauce , and, of course, four chicken strips. unless you're me and you get only three chicken strips . . . or two smallish chicken strips and one big chicken strip that maybe they counted as two, but really, halfway through the meal, you're so carbed-out full that you don't miss anything aside from the extra dollar you paid for that extra chicken strip. the strips were fine. it was real chicken, and true to advertising, it was fresh. sort of crispy, but not as crispy as i'd hoped, or even expected. tender and moist enough to not be bad. but not special. all of it was pretty one-note. i can't even tell you what part of the meal i liked best . . . maybe the toast. coincidentally, every time i took a bite of that toast, i'd think, ""this is the most random slice of toast ever. what's it even doing here?"" so, it's fine if you're like me and want to try every new eatery that opens near my home or office and appreciate the novelty of places like this, but personally, i won't be making a return visit. edit i almost threw my drink cup away before i noticed the giveaway pull tab on it--i won a free slice os texas toast! how do you like them apples?",2,Food Quality,0
"this is a club -- not a lounge, or supper club. i was drugged and dumped here by friends a few months ago fri, around 10pm . it is too loud, too packed, and drinks cost too much. i am certainly not one of the ""beautiful people"" who belongs here. good luck!",2,Service Delay,1
"just ok good in a pinch but not best! i have learned to like that spicy sesame chicken, i don't like it leftover though. they also get points for very good behavior and treatment when i called in my order to the wrong location, they called the other store and made my order at the correct location.",2,Service Delay,1
"not a fan. i was in the biltmore yesterday shopping with my dog and decided to go and buy her a few treats. as i picked out a bag of about 20 baked treats, my total came to be about 3.00. i did not have any cash on me so i took out my ""plastic money"" the debt card and they wouldn't take it telling me that i needed to buy a few more things because they have a 5.00 minimum. what store has a minimum nowadays? the customer service was also very lack luster. the dogs of the store employees were jumping on me which i found a bit annoying. needless to say a store that i used to like, i will no longer be back. there are so many other great dog stores.",1,Service Delay,1
"wow. not in a good way the sashimi was good because all they did was cut it, but that was it.everything else made me wish i went real chinese! not chinese making sushi, culture theives! p.s. snow crab is not the main ingredient to every roll!",1,Food Quality,0
"i used to love banana republic. i stopped by at lunch to buy a few outfits, i wasted quite a bit of time in this store.to an frazzeling degree. the choppy layout of the new store is annoying. the clothing line changed drastically so you look like you just came from an overpriced and cold beach. i was looking to dress sharp and professional, not wrinkled and hap-hazzard. i wanted short sleeves, not flimsy spagetti straps, long sleeved blouses and sweaters hello.its june.and arizona. banana republic's new format and collection is a huge fail.",1,Staff Behavior,2
"the mill avenue farmer's market is the bantam weight of farmer's market's in the valley. ""weighing in at 113 pounds, in this corner of the valley we have mill mill avenue avenue farmer's farmer's market market! let's get ready to haggle!"" when we arrived around 9 45 am there were about 8 stalls, one with produce. diminutive comes to mind. ""the mill ave. farmer's market was reported to be rather diminutive, with only a smattering of stalls and little produce to be found."" petite. the mill avenue farmer's market would need a little padding to run with the college girls, know what i'm saying? pee wee. the mill avenue farmer's market had a very good game today at the kiwanis rec center and is now celebrating over gatorade and granola bars in the picnic area. you get the idea. we left to get some coffee and returned about a half hour later to find 3-4 more vendors. there was a honey vendor, hummus, cookies, produce, a couple sandwich places, flowers.and the one place with produce. i'll give it some time as they are new. i'm hoping in a month or so they will have a better turnout of vendors.",2,Service Delay,1
"so, i've been going to to allure for pedi's for about a year. they're located very close to my house so it's mainly been a convenience thing. the techs are hit and miss. some are awesome and really do a good, thorough job. but overall its usually a pretty neutral experience. the last couple of times i went in they were just rude. the girl who did my last pedi about 2 weeks ago got rude when i wouldn't accept her upsales.did a sloppy job on my polish and wouldn't fix a mistake when she made when she slipped on my flip flop. on thursday ny eve i went in for a mani.the sloppiest mani i have ever had. she soaked my right hand for all of 10 seconds before starting my cuticles. when i flinched when she cut my finger she slammed her tools on the table, grabbed the water bowl that my left hand was still in slopped water , stood up and said, ""no manicure, polish change"". when she came back, i tried to explain i did want a manicure, not only a polish change. she raised her voice and said that i was too jumpy ""everything hurt you"". well, she did my polish.horrible job! about 1 4"" from my cuticle.it looked just dreadful. while i was waiting for my polish to dry there was a man giving another women a pedi.she told him 3 times ! he was hurting her and he just laughed and said ""it tickles""? she said no, it hurts. i'm done with this place. there are plenty of these cookie cutter shops around.they need to re-check their customer service skills. this was just wrong!",2,Service Delay,1
"i went to wokee express tonight, per my friend's suggestion. if i'm craving chinese food, i typically go to taste of china. however, i wanted to try something different, so i asked around, and was directed to wokee express. the price of the food is great. at dinner, i got a large chicken plate combo. ""combo"" means it comes with rice, egg roll, and crab puff. all of this only cost 7.75. however, the chicken was over-cooked, and the batter the chicken was fried in was soggy and mushy. there were no carrots or peas in the fried rice, which is a huge deal to me for some reason. so overall, if you're on a budget and want some good chinese food, go to taste of china.",2,Food Quality,0
"i think chef silvana esparza first located the restaurant here on calle dieciseis she renamed the street all by herself, apparently to take advantage of cheap rent. there was no way she was going to locate her scottsdalish restaurant actually in scottsdale. so, people from the wealthier areas - and some first friday urban hipsters whose parents foot their bills - make the trek down to calle dieciseis to partake in everything barrio cafe. and they think it's cool that they are going there, past the check cashing places, the people waiting at the bus stops and the ""rawness"" of this part of central phoenix. and what is everything ""barrio cafe""? pretentious service. loud dining room. no parking. fusion food that is about 10 years past its prime. high prices. let's talk a little about the last item on the list. besides using vulgar language in her youtube videos for pseudo social activism, esparza seems to have forgotten her own humble upbringings. it's ironic that the very people who live on and around calle dieciseis cannot afford to eat in her restaurant. the mexican immigrants and their sons and daughters who do the cooking, the cleaning, the landscaping and all that for phoenix are not welcome at the barrio cafe. i know that this is not a taco truck, but there is some overwhelming irony here that you locate your restaurant in a working class area and supposedly have sympathy for the plight of the downtrodden and the neighbors can't even eat at your restaurant. i guess that's capitalism. like that new car, by the way.",1,Food Quality,0
"i've now tried thai elephant three times. my first two experiences were solidly mediocre -- nothing was awful, but aside from one delicious dessert black sticky rice with pumpkin custard , nothing stood out, either. as a recent bay area transplant, i admit to being a bit picky, but in my 6 months in phoenix, i've found several places that more than satisfy my rather frequent thai cravings swadee in chandler, thai lahna in arcadia, sala thai in north phoenix, and, in a pinch, thai hut in central phoenix . until now, thai elephant hadn't really done it for me, but since the restaurant is literally 40 feet from my office and since other yelpers seem to have had positive experiences, i was reluctant to give up on thai elephant without giving it another chance. on friday, looking forward to a relaxing night at home, i called in an order for pad thai with chicken, panang curry with beef extra spicy , and spicy eggplant with tofu spicy, which i thought would be automatic given the name, but apparently wasn't . i got home, meted out ridiculously oversized portions of the three entrees, and sat down to enjoy my feast. wow. i don't know quite where to begin, but to say that i was disappointed doesn't begin to cover it. the pad thai was about on par with the taste of thai boxed dinners you can pick up at the grocery store, only less flavorful marginal at best, but edible. the chicken didn't stand out as being of particularly low quality, but the noodles were some of the worst i've had at a thai restaurant some bites were underdone to the point of being crunchy, while others were seriously soggy . sadly, the sub-par pad thai was the high point of the meal by a wide margin. the spicy eggplant was a bland stir fry of soggy, overcooked vegetables and limp tofu. the tofu appeared to have been fried as a large block and then sliced, and a few small pieces of eggplant were thrown in for good measure. the panang curry with beef was even worse. though i ordered the dish ""spicy,"" the curry tasted like straight coconut milk with a few drops of red food coloring thrown in. the beef was the last straw for me it very may well have been the worst quality, most gristly meat i've had at any restaurant i've ever been to. i tried several pieces, and all were similarly inedible. i really, really want to like thai elephant, but after the experience i had, i don't know if i can bring myself to give it another chance -- especially since i've found so many other good thai restaurants in the valley and since the second-worst thai meal i've had since moving here was at thai elephant's sister restaurant, thai basil in ahwatukee.",1,Food Quality,0
"rude rude rude i wanted to book a diner for my wife and i our anniversary. . the website i was on did not post the times of operation. i left a message and today got a call back from a rude owner. he argues it is right there. he did not ask anything about where i was o tried to help . he called to argue with me. i can not believe i get a call at work and then when i tell the reason of the issue he argues with me and hangs up. childish behavior . i read the reviews on dex and other sites and found that this is true across the board. poor food prep and pretentious environment and owners. good bye lon's chief - ill never go to your location now. and my 12,000 sedona list will be aware of your bad manners. i am a native to scottsdale and lon's was a place that we went to almost 6 times a year. it was my mother's favorite place to eat. - until the food started going down hill. i believe it was these people who were at the helm at that time. i heard they were asked to leave. hanging up on people. this is incredible. do not go here!",1,Food Quality,0
