review_id,review_text,complaint_label,severity_label,stars,sentiment_label
RC005591,"Overall, nothing wrong with how the stylist treated us, just fairly standard interaction.",Staff Behavior,Low,4,Neutral
RC005592,"I really wanted to like this place, but the front desk staff walked past our table repeatedly without ever checking on us.",Staff Behavior,High,1,Negative
RC005593,"Between the slow service, the mediocre food, and the noise, the whole visit was a letdown. Adding to the frustration, delivery boy was on their phone the entire time instead of attending to customers.",General Dissatisfaction,Critical,1,Negative
RC005594,"I've visited a few times before, and there were flies swarming around the food display, it was honestly disgusting. This felt like a genuine safety concern, not just bad service. As if that wasn't enough, instead of resolving the issue, the manager argued with me in front of other customers. This crossed a line and needs to be addressed urgently.",Cleanliness Issue,Critical,1,Negative
RC005595,"Not going to lie, waitress was chatting loudly with coworkers instead of helping customers. It definitely affected the overall experience. To make matters worse, I have a nut allergy and the chicken wings came with nuts despite me mentioning it clearly.",Staff Behavior,Medium,2,Negative
RC005596,"Not going to lie, the hotel was massively overcrowded, barely any room to move around. I don't think I'll be coming back after this. There were way more people than the space could comfortably handle.",General Dissatisfaction,High,2,Negative
RC005597,"What a great experience, the pricing was transparent and there were no hidden fees at checkout. Honestly, hard to find anything to complain about. The prices at this resort felt very fair for the quality we received. I'd definitely recommend this place to friends.",Pricing Issue,Low,5,Positive
RC005598,"I've visited a few times before, and several things went wrong during our visit, from the wait time to the state of our table. I'm honestly considering filing a formal complaint over this. Between the slow service, the mediocre food, and the noise, the whole visit was a letdown. On top of that, the cheesecake lacked any real flavor, it tasted like it was made without much care.",General Dissatisfaction,Critical,1,Negative
RC005599,"The chef was on their phone the entire time instead of attending to customers. On top of that, we stood in line for ages with no updates on how much longer it would take. Multiple things went wrong and it was exhausting.",Staff Behavior,High,2,Negative
RC005600,"Honestly, we spotted what looked like rodent droppings near the kitchen area. This crossed a line and needs to be addressed urgently. To make matters worse, there was an unexpected delivery fee added at checkout that wasn't shown earlier.",Cleanliness Issue,Critical,1,Negative
RC005601,The tone waitress used with me was unnecessarily harsh and dismissive.,Staff Behavior,High,1,Negative
RC005602,The courier delivery was spotless from the dining area to the restrooms. We'll be back again for sure.,Cleanliness Issue,Low,4,Positive
RC005603,"From start to finish, the retail store was spotless from the dining area to the restrooms.",Cleanliness Issue,Low,5,Positive
RC005604,"To be fair, the music was so loud we could barely hear each other talk. It definitely affected the overall experience.",General Dissatisfaction,Medium,2,Negative
RC005605,"I have to say, the the stylist seemed to be moving in slow motion, everything took twice as long as it should. I left feeling quite upset about the whole thing. Getting the bill alone took almost 20 minutes after we asked for it.",Service Delay,High,1,Negative
RC005606,"To be fair, my bill had items on it that I never ordered. To make matters worse, there were barely any staff on shift, so everything moved at a crawl. I'm honestly considering filing a formal complaint over this.",Pricing Issue,Critical,1,Negative
RC005607,"To be fair, pricing was reasonable overall, though the pasta felt a touch expensive for the portion. It was a fine experience overall, nothing more nothing less.",Pricing Issue,Low,3,Neutral
RC005608,"There were flies swarming around the food display, it was honestly disgusting. This crossed a line and needs to be addressed urgently. I saw a cockroach scurry across the floor near our table. This felt like a genuine safety concern, not just bad service.",Cleanliness Issue,Critical,1,Negative
RC005609,"All things considered, overall it was an average experience at this amusement park, nothing stood out much either way. I'd probably give it another shot if I was in the area. It didn't blow me away, but it didn't disappoint either.",General Dissatisfaction,Medium,3,Neutral
RC005610,"It took forever for anyone to even come take our order. It left me a bit disappointed, honestly. In addition, I stood at the counter for several minutes before anyone even acknowledged me. It left me a bit disappointed, honestly.",Service Delay,Medium,2,Neutral
RC005611,"To be fair, getting the bill alone took almost 20 minutes after we asked for it. I don't think I'll be coming back after this. On top of that, the prices at this urgent care center feel really steep for what you actually get.",Service Delay,High,2,Negative
RC005612,"There were barely any staff on shift, so everything moved at a crawl. This felt like a genuine safety concern, not just bad service. Adding to the frustration, I stood at the counter for several minutes before anyone even acknowledged me.",Service Delay,Critical,1,Negative
RC005613,"The support executive was on their phone the entire time instead of attending to customers. Multiple things went wrong and it was exhausting. On top of that, it took forever for anyone to even come take our order. Multiple things went wrong and it was exhausting.",Staff Behavior,High,1,Negative
RC005614,"I have to say, great customer service, the support executive handled everything with a smile. It's become one of our go-to spots.",Staff Behavior,Low,4,Positive
RC005615,"I really wanted to like this place, but the total on the receipt didn't match what we actually ordered at all. I left feeling quite upset about the whole thing. To make matters worse, I really didn't enjoy the garden salad, the seasoning was completely off. It was a pretty disappointing visit overall.",Pricing Issue,High,1,Negative
RC005616,"Kudos to the kitchen, the fish fillet was a genuine standout on the menu.",Food Quality,Low,4,Positive
RC005617,"The total on the receipt didn't match what we actually ordered at all. Worse still, the burger was undercooked and still pink/raw in the middle, which honestly worried me.",Pricing Issue,Critical,1,Negative
RC005618,"This was my first time here, and the overall hygiene standards at this hotel were seriously lacking. It was a pretty disappointing visit overall.",Cleanliness Issue,High,2,Negative
RC005619,I have a nut allergy and the strawberry milkshake came with nuts despite me mentioning it clearly. I left feeling quite upset about the whole thing.,Food Quality,High,2,Negative
RC005620,"This was my first time here, and my order from the lodge arrived almost two hours after the estimated time. It was a pretty disappointing visit overall.",Service Delay,High,2,Negative
RC005621,"Not going to lie, I specifically asked for no onions in my noodles but they added them anyway. I felt this was completely unacceptable and possibly dangerous. Adding to the frustration, there were flies swarming around the food display, it was honestly disgusting.",Food Quality,Critical,1,Negative
RC005622,"This was my first time here, and I bit into the omelette and realized it wasn't cooked through properly. I am seriously considering never returning and warning others. My ramen bowl came out raw in parts, which felt unsafe to eat. I felt this was completely unacceptable and possibly dangerous. Worse still, it looked like the bowling alley was severely understaffed over the weekend, only one person was running the whole floor.",Food Quality,Critical,1,Negative
RC005623,"I really wanted to like this place, but I noticed several hygiene red flags, from dirty utensils to an unclean prep area. I am seriously considering never returning and warning others. The overall hygiene standards at this rooftop cafe were seriously lacking. I felt this was completely unacceptable and possibly dangerous. On top of that, between the slow service, the mediocre food, and the noise, the whole visit was a letdown. This felt like a genuine safety concern, not just bad service.",Cleanliness Issue,Critical,1,Negative
RC005624,"To be fair, cleanliness was acceptable overall, nothing alarming but not spotless either. I'd probably give it another shot if I was in the area. The restrooms were okay, a little worn but not dirty.",Cleanliness Issue,Medium,3,Neutral
RC005625,"Not going to lie, my paneer tikka came out raw in parts, which felt unsafe to eat. I left feeling quite upset about the whole thing. Worse still, we sat there for what felt like forever before the grilled steak finally showed up. I was genuinely frustrated by the end of it.",Food Quality,High,1,Negative
RC005626,"Not going to lie, several things went wrong during our visit, from the wait time to the state of our table. I am seriously considering never returning and warning others. Between the slow service, the mediocre food, and the noise, the whole visit was a letdown. I am seriously considering never returning and warning others. On top of that, the the duty manager seemed to be moving in slow motion, everything took twice as long as it should. This crossed a line and needs to be addressed urgently.",General Dissatisfaction,Critical,1,Negative
RC005627,"Not going to lie, there was an off smell to the tacos that made me think it wasn't fresh. On top of that, between the slow service, the mediocre food, and the noise, the whole visit was a letdown.",Food Quality,Critical,1,Negative
RC005628,"I have to say, there were hidden charges on my bill that were never mentioned upfront. I'm honestly considering filing a formal complaint over this.",Pricing Issue,Critical,1,Negative
RC005629,"I have to say, tables were crammed so close together it felt claustrophobic. I don't think I'll be coming back after this. There were way more people than the space could comfortably handle.",General Dissatisfaction,High,1,Negative
RC005630,"I have to say, it took over an hour before anyone even brought our order out. Multiple things went wrong and it was exhausting. The wait time was ridiculous, nearly an hour for a table that was supposedly reserved. As if that wasn't enough, the garden salad just didn't taste good at all, quite bland and flavorless. Multiple things went wrong and it was exhausting.",Service Delay,High,1,Negative
RC005631,"Honestly, it looked like the food court stall was severely understaffed this afternoon, only one person was running the whole floor. It slightly took away from the experience.",Service Delay,Low,4,Neutral
RC005632,"Not going to lie, the manager refused to listen and was condescending throughout the conversation. I felt this was completely unacceptable and possibly dangerous.",Staff Behavior,Critical,1,Negative
RC005633,"I have to say, a cockroach crawled out from under our table while we were eating.",Cleanliness Issue,High,2,Negative
RC005634,"I've visited a few times before, and there was an unexpected delivery fee added at checkout that wasn't shown earlier. Multiple things went wrong and it was exhausting. A surprise convenience fee showed up on the final invoice. I left feeling quite upset about the whole thing.",Pricing Issue,High,2,Negative
RC005635,"From start to finish, waiter had our order ready in no time, really impressed with the turnaround. It's become one of our go-to spots.",Service Delay,Low,5,Positive
RC005636,"I felt like I overpaid significantly for a fairly average grilled steak. I expected better, to be honest. For the quality, the cinema hall is way overpriced compared to similar places nearby. I expected better, to be honest.",Pricing Issue,Medium,3,Neutral
RC005637,"The coffee shop was massively overcrowded, barely any room to move around. It was a pretty disappointing visit overall. There were way more people than the space could comfortably handle.",General Dissatisfaction,High,2,Negative
RC005638,"Not going to lie, the washroom was in a pretty poor state, no soap and a dirty sink.",Cleanliness Issue,Medium,3,Neutral
RC005639,"I have to say, a cockroach crawled out from under our table while we were eating. I felt this was completely unacceptable and possibly dangerous. As if that wasn't enough, I ordered ice cream sundae for lunch and it showed up well past dinner time. This crossed a line and needs to be addressed urgently.",Cleanliness Issue,Critical,1,Negative
RC005640,"My paneer tikka came out raw in parts, which felt unsafe to eat.",Food Quality,High,1,Negative
RC005641,"To be fair, the line moved painfully slowly, and there was no one managing it properly. I expected better, to be honest. The queue at the appliance repair center barely moved for a long stretch of time. It definitely affected the overall experience.",Service Delay,Medium,2,Negative
RC005642,"To be fair, overall it was an average experience at this brasserie, nothing stood out much either way.",General Dissatisfaction,Low,3,Neutral
RC005643,"The host was polite enough, though a bit distracted throughout our visit.",Staff Behavior,Medium,4,Neutral
RC005644,"I really wanted to like this place, but tables were crammed so close together it felt claustrophobic. I left feeling quite upset about the whole thing. There were way more people than the space could comfortably handle. Worse still, there were more reservations than tables available, so we were left standing around. I was genuinely frustrated by the end of it.",General Dissatisfaction,High,2,Negative
RC005645,The chef was incredibly friendly and attentive throughout our visit.,Staff Behavior,Low,4,Positive
RC005646,"For the quality, the hotel is way overpriced compared to similar places nearby. Adding to the frustration, we had to ask staff to clean our table because it was left messy. It definitely affected the overall experience.",Pricing Issue,Medium,2,Negative
RC005647,Everything looked well maintained and hygienic during our visit. We'll be back again for sure. Tables were clean and the whole place felt fresh and well kept. We'll be back again for sure.,Cleanliness Issue,Low,5,Positive
RC005648,"This was my first time here, and several things went wrong during our visit, from the wait time to the state of our table. I felt this was completely unacceptable and possibly dangerous. Between the slow service, the mediocre food, and the noise, the whole visit was a letdown. I'm honestly considering filing a formal complaint over this. On top of that, the washroom floor was wet and grimy, definitely not up to standard. This crossed a line and needs to be addressed urgently.",General Dissatisfaction,Critical,1,Negative
RC005649,"We stood in line for ages with no updates on how much longer it would take. It slightly took away from the experience. The line moved painfully slowly, and there was no one managing it properly. It slightly took away from the experience.",Service Delay,Low,3,Neutral
RC005650,"To be fair, the delivery was supposed to come in 30 minutes but took nearly 90. I am seriously considering never returning and warning others.",Service Delay,Critical,1,Negative
RC005651,"I really wanted to like this place, but with so few staff around, no one had time to actually attend to customers properly. Also, the pizzeria clearly left the strawberry milkshake on the heat too long, it was practically charred.",Service Delay,Medium,3,Neutral
RC005652,"I really wanted to like this place, but several things went wrong during our visit, from the wait time to the state of our table. This felt like a genuine safety concern, not just bad service. Also, I bit into the chicken curry and realized it wasn't cooked through properly. I am seriously considering never returning and warning others.",General Dissatisfaction,Critical,1,Negative
RC005653,"This was my first time here, and there were flies swarming around the food display, it was honestly disgusting. I don't think I'll be coming back after this. I saw a cockroach scurry across the floor near our table.",Cleanliness Issue,High,2,Negative
RC005654,"From start to finish, great value for money, especially considering the portion sizes. I'd definitely recommend this place to friends. Billing was straightforward and matched exactly what we ordered, no surprises.",Pricing Issue,Low,5,Positive
RC005655,"I've visited a few times before, and nothing specific stood out as terrible, but the whole visit felt off.",General Dissatisfaction,High,2,Negative
RC005656,"I really wanted to like this place, but there were hidden charges on my bill that were never mentioned upfront. I'm honestly considering filing a formal complaint over this. The final bill had extra charges we were never told about beforehand.",Pricing Issue,Critical,1,Negative
RC005657,"Honestly, pricing was reasonable overall, though the ramen bowl felt a touch expensive for the portion.",Pricing Issue,Low,3,Neutral
RC005658,The overall hygiene standards at this beauty parlour were seriously lacking. This really ruined the experience for us.,Cleanliness Issue,High,1,Negative
RC005659,"Honestly, a surprise convenience fee showed up on the final invoice. It wasn't a huge deal, but it was noticeable. It slightly took away from the experience.",Pricing Issue,Low,3,Negative
RC005660,The whole team at this car service center went out of their way to make us feel welcome. It's become one of our go-to spots.,Staff Behavior,Low,4,Positive
RC005661,The stylist was incredibly friendly and attentive throughout our visit. It's become one of our go-to spots.,Staff Behavior,Low,5,Positive
RC005662,"Honestly, we stood in line for ages with no updates on how much longer it would take. It slightly took away from the experience.",Service Delay,Low,3,Neutral
RC005663,"To be fair, our table hadn't been wiped down and had crumbs and stains from the previous guests. It wasn't what I expected for the price I paid. To make matters worse, we waited almost 45 minutes just to get our food at the bistro this afternoon.",Cleanliness Issue,Medium,3,Negative
RC005664,We were billed for a premium garden salad but received the regular version. I was genuinely frustrated by the end of it. The receipt listed an item we never actually got served. I left feeling quite upset about the whole thing.,Pricing Issue,High,2,Negative
RC005665,"I have to say, my tacos had a weird sour taste that made me suspect it wasn't fresh anymore.",Food Quality,Critical,1,Negative
RC005666,"This was my first time here, and we had to ask staff to clean our table because it was left messy. It left me a bit disappointed, honestly.",Cleanliness Issue,Medium,2,Negative
RC005667,"Overall, great value for money, especially considering the portion sizes. Honestly, hard to find anything to complain about.",Pricing Issue,Low,5,Positive
RC005668,"I have to say, the bread in my omelette was stale and hard, definitely not freshly made.",Food Quality,High,1,Negative
RC005669,"From start to finish, we had a genuinely great experience from start to finish. We'll be back again for sure.",General Dissatisfaction,Low,4,Positive
RC005670,"I have to say, a wonderful visit overall, we'll definitely be back soon. We'll be back again for sure. We had a genuinely great experience from start to finish.",General Dissatisfaction,Low,5,Positive
RC005671,"Honestly, the amusement park was spotless from the dining area to the restrooms.",Cleanliness Issue,Low,5,Positive
RC005672,"Not going to lie, the chairs were incredibly uncomfortable, hard plastic with no cushioning. It wasn't what I expected for the price I paid.",General Dissatisfaction,Medium,2,Negative
RC005673,"I've visited a few times before, and there were barely any staff on shift, so everything moved at a crawl. I expected better, to be honest.",Service Delay,Medium,2,Negative
RC005674,"I've visited a few times before, and we waited almost 45 minutes just to get our food at the lodge during our anniversary dinner. Multiple things went wrong and it was exhausting.",Service Delay,High,1,Negative
RC005675,"To be fair, there was an off smell to the dumplings that made me think it wasn't fresh. I felt this was completely unacceptable and possibly dangerous. My pasta had a weird sour taste that made me suspect it wasn't fresh anymore.",Food Quality,Critical,1,Negative
RC005676,"Not going to lie, the chicken in my sushi roll was undercooked, and I ended up sending it back. I felt this was completely unacceptable and possibly dangerous. Worse still, the host walked past our table repeatedly without ever checking on us. This felt like a genuine safety concern, not just bad service.",Food Quality,Critical,1,Negative
RC005677,"I have to say, the omelette arrived stone cold at our table earlier today. I left feeling quite upset about the whole thing.",Food Quality,High,2,Negative
RC005678,"Honestly, the delivery from the guest house arrived earlier than expected, which was a nice surprise.",Service Delay,Low,5,Positive
RC005679,"Honestly, the dumplings tasted stale, like it had been sitting out since the morning. I am seriously considering never returning and warning others. There was an off smell to the chicken curry that made me think it wasn't fresh.",Food Quality,Critical,1,Negative
RC005680,"To be fair, the final bill had extra charges we were never told about beforehand. It definitely affected the overall experience. There were hidden charges on my bill that were never mentioned upfront. I expected better, to be honest. As if that wasn't enough, it took over an hour before anyone even brought our order out.",Pricing Issue,Medium,2,Negative
RC005681,"Pricing was reasonable overall, though the paneer tikka felt a touch expensive for the portion. Not bad, but not something I'd rave about either. Prices were about what I expected, not a great deal but not overpriced either.",Pricing Issue,Low,3,Neutral
RC005682,"To be fair, the line moved painfully slowly, and there was no one managing it properly. I'm honestly considering filing a formal complaint over this.",Service Delay,Critical,1,Negative
RC005683,"To be fair, overall it was an average experience at this gaming lounge, nothing stood out much either way. I'd probably give it another shot if I was in the area.",General Dissatisfaction,Low,4,Neutral
RC005684,"The manager personally checked in on us, which was a really nice touch. Honestly, hard to find anything to complain about. The whole team at this rooftop cafe went out of their way to make us feel welcome. I'd definitely recommend this place to friends.",Staff Behavior,Low,4,Positive
RC005685,"I really wanted to like this place, but the bread in my french fries was stale and hard, definitely not freshly made. I don't think I'll be coming back after this.",Food Quality,High,2,Negative
RC005686,"I really wanted to like this place, but nobody explained what was happening or why there was a delay. In addition, I noticed several hygiene red flags, from dirty utensils to an unclean prep area. I expected better, to be honest.",Staff Behavior,Medium,3,Negative
RC005687,"Overall, the lodge was reasonably clean, though a couple of tables could have used wiping down. It didn't blow me away, but it didn't disappoint either.",Cleanliness Issue,Low,3,Neutral
RC005688,"I saw a cockroach scurry across the floor near our table. I am seriously considering never returning and warning others. We spotted what looked like rodent droppings near the kitchen area. Adding to the frustration, my strawberry milkshake came out burnt around the edges and overdone.",Cleanliness Issue,Critical,1,Negative
RC005689,"I have to say, I noticed several hygiene red flags, from dirty utensils to an unclean prep area. I'm honestly considering filing a formal complaint over this. Worse still, the guest house clearly left the chicken wings on the heat too long, it was practically charred.",Cleanliness Issue,Critical,1,Negative
RC005690,I found the behavior of the host to be quite unprofessional for a place like this. This really ruined the experience for us.,Staff Behavior,High,2,Negative
RC005691,"To be fair, a bad odor from somewhere near the kitchen was noticeable throughout our meal. This really ruined the experience for us. In addition, nothing specific stood out as terrible, but the whole visit felt off. I was genuinely frustrated by the end of it.",Cleanliness Issue,High,1,Negative
RC005692,"Not going to lie, the retail store had a musty smell that made it hard to enjoy the food. I don't think I'll be coming back after this.",Cleanliness Issue,High,2,Negative
RC005693,"Honestly, I was honestly shocked at how rudely the front desk staff spoke to me over a minor issue. I left feeling quite upset about the whole thing. Also, the queue at the theatre barely moved for a long stretch of time.",Staff Behavior,High,1,Negative
RC005694,"The gaming lounge used the wrong sauce entirely on my pizza slice. It left me a bit disappointed, honestly.",Food Quality,Medium,3,Negative
RC005695,"To be fair, the line moved painfully slowly, and there was no one managing it properly.",Service Delay,Low,3,Neutral
RC005696,"To be fair, the the support executive seemed to be moving in slow motion, everything took twice as long as it should. I was genuinely frustrated by the end of it. It took forever for anyone to even come take our order.",Service Delay,High,1,Negative
RC005697,"We had to ask staff to clean our table because it was left messy. It put a damper on what should've been a nice visit. Adding to the frustration, I stood at the counter for several minutes before anyone even acknowledged me.",Cleanliness Issue,Medium,3,Negative
RC005698,"To be fair, the lodge was massively overcrowded, barely any room to move around. I was genuinely frustrated by the end of it. There were way more people than the space could comfortably handle. I left feeling quite upset about the whole thing.",General Dissatisfaction,High,1,Negative
RC005699,"I've visited a few times before, and the overall hygiene standards at this phone repair store were seriously lacking. I felt this was completely unacceptable and possibly dangerous. Also, the order that arrived was meant for a different table entirely. I'm honestly considering filing a formal complaint over this.",Cleanliness Issue,Critical,1,Negative
RC005700,The tone the host used with me was unnecessarily harsh and dismissive.,Staff Behavior,High,1,Negative
RC005701,"Not going to lie, there was a strange, unpleasant smell in the dining area the whole time. It put a damper on what should've been a nice visit.",Cleanliness Issue,Medium,2,Negative
RC005702,"Honestly, there were barely any staff on shift, so everything moved at a crawl. It definitely affected the overall experience.",Service Delay,Medium,2,Negative
RC005703,"I really wanted to like this place, but I found the behavior of the bartender to be quite unprofessional for a place like this.",Staff Behavior,High,2,Negative
RC005704,"Not going to lie, my club sandwich came out burnt around the edges and overdone. Nothing major, but it did stand out a little.",Food Quality,Low,3,Neutral
RC005705,"I have to say, between the slow service, the mediocre food, and the noise, the whole visit was a letdown. I felt this was completely unacceptable and possibly dangerous. As if that wasn't enough, the chef was chatting loudly with coworkers instead of helping customers.",General Dissatisfaction,Critical,1,Negative
RC005706,"I've visited a few times before, and the overall hygiene standards at this appliance repair center were seriously lacking. This felt like a genuine safety concern, not just bad service. Adding to the frustration, there were hidden charges on my bill that were never mentioned upfront. I'm honestly considering filing a formal complaint over this.",Cleanliness Issue,Critical,1,Negative
RC005707,"Honestly, the nail studio was massively overcrowded, barely any room to move around. Nothing major, but it did stand out a little.",General Dissatisfaction,Low,2,Negative
RC005708,"Honestly, a cockroach crawled out from under our table while we were eating. Multiple things went wrong and it was exhausting.",Cleanliness Issue,High,1,Negative
RC005709,"Not going to lie, my bill had items on it that I never ordered. It was a pretty disappointing visit overall. Adding to the frustration, the tone the host used with me was unnecessarily harsh and dismissive. It was a pretty disappointing visit overall.",Pricing Issue,High,1,Negative
RC005710,"There was an off smell to the strawberry milkshake that made me think it wasn't fresh. I felt this was completely unacceptable and possibly dangerous. Adding to the frustration, the the host seemed to be moving in slow motion, everything took twice as long as it should.",Food Quality,Critical,1,Negative
RC005711,"Honestly, our table hadn't been wiped down and had crumbs and stains from the previous guests. It definitely affected the overall experience. As if that wasn't enough, I saw a cockroach scurry across the floor near our table. It wasn't what I expected for the price I paid.",Cleanliness Issue,Medium,3,Negative
RC005712,"I've visited a few times before, and communication from the phone repair store was unclear from start to finish.",Staff Behavior,Medium,3,Negative
RC005713,"Overall it was an average experience at this diner, nothing stood out much either way. It didn't blow me away, but it didn't disappoint either.",General Dissatisfaction,Medium,3,Neutral
RC005714,"The manager was polite enough, though a bit distracted throughout our visit. It was a fine experience overall, nothing more nothing less.",Staff Behavior,Medium,2,Neutral
RC005715,"To be fair, instead of resolving the issue, the manager argued with me in front of other customers. I was genuinely frustrated by the end of it. In addition, the receipt listed an item we never actually got served. I don't think I'll be coming back after this.",Staff Behavior,High,1,Negative
RC005716,"There was an unexpected delivery fee added at checkout that wasn't shown earlier. I left feeling quite upset about the whole thing. We were hit with an unexpected packaging charge that wasn't mentioned during ordering. Multiple things went wrong and it was exhausting. In addition, we were charged for two extra fish fillet that we never received.",Pricing Issue,High,2,Negative
RC005717,"Honestly, it took over an hour before anyone even brought our order out. This felt like a genuine safety concern, not just bad service. We sat there for what felt like forever before the strawberry milkshake finally showed up. As if that wasn't enough, my bill had items on it that I never ordered. I felt this was completely unacceptable and possibly dangerous.",Service Delay,Critical,1,Negative
RC005718,"I've visited a few times before, and the restaurant was massively overcrowded, barely any room to move around.",General Dissatisfaction,Medium,3,Negative
RC005719,"Honestly, there were way more people than the space could comfortably handle. I left feeling quite upset about the whole thing.",General Dissatisfaction,High,1,Negative
RC005720,"Not going to lie, there was a scheduling mix-up and our slot was given to someone else. Multiple things went wrong and it was exhausting. Our appointment time was mixed up and we were told to come back later.",Service Delay,High,1,Negative
RC005721,"I really wanted to like this place, but the total on the receipt didn't match what we actually ordered at all. I am seriously considering never returning and warning others.",Pricing Issue,Critical,1,Negative
RC005722,"I really wanted to like this place, but the final bill had extra charges we were never told about beforehand. It was a pretty disappointing visit overall.",Pricing Issue,High,2,Negative
RC005723,"The clinic used the wrong sauce entirely on my strawberry milkshake. I felt this was completely unacceptable and possibly dangerous. In addition, our table hadn't been wiped down and had crumbs and stains from the previous guests.",Food Quality,Critical,1,Negative
RC005724,"There were way more people than the space could comfortably handle. I was genuinely frustrated by the end of it. Tables were crammed so close together it felt claustrophobic. Adding to the frustration, we were missing a side dish we had paid for.",General Dissatisfaction,High,2,Negative
RC005725,"Several things went wrong during our visit, from the wait time to the state of our table. This crossed a line and needs to be addressed urgently. This crossed a line and needs to be addressed urgently. On top of that, the total on the receipt didn't match what we actually ordered at all.",General Dissatisfaction,Critical,1,Negative
RC005726,"All things considered, overall it was an average experience at this supermarket, nothing stood out much either way. It was a fine experience overall, nothing more nothing less. It was fine, I don't have strong feelings about it one way or another. I'd probably give it another shot if I was in the area.",General Dissatisfaction,Medium,3,Neutral
RC005727,"Honestly, prices were about what I expected, not a great deal but not overpriced either. It was a fine experience overall, nothing more nothing less. The bill came out roughly as expected, though a couple of items felt slightly pricey.",Pricing Issue,Low,3,Neutral
RC005728,"Not going to lie, we tried to get the support executive's attention multiple times and were completely ignored. It slightly took away from the experience. Worse still, my strawberry milkshake was lukewarm at best when it finally reached me this afternoon.",Staff Behavior,Low,3,Neutral
RC005729,"I have to say, the the front desk staff handled food without gloves, which felt really unhygienic. I'm honestly considering filing a formal complaint over this. On top of that, the total on the receipt didn't match what we actually ordered at all.",Cleanliness Issue,Critical,1,Negative
RC005730,"I've visited a few times before, and I was honestly shocked at how rudely the front desk staff spoke to me over a minor issue.",Staff Behavior,High,2,Negative
RC005731,"Not going to lie, it took forever for anyone to even come take our order. This really ruined the experience for us. Getting the bill alone took almost 20 minutes after we asked for it.",Service Delay,High,1,Negative
RC005732,"To be fair, I was honestly shocked at how rudely one of the servers spoke to me over a minor issue.",Staff Behavior,Medium,3,Negative
RC005733,"I've visited a few times before, and there was a strange, unpleasant smell in the dining area the whole time. It definitely affected the overall experience.",Cleanliness Issue,Medium,3,Negative
RC005734,"I really wanted to like this place, but we sat there for what felt like forever before the mutton curry finally showed up. In addition, I found the behavior of the host to be quite unprofessional for a place like this.",Service Delay,Critical,1,Negative
RC005735,"I really wanted to like this place, but I saw a cockroach scurry across the floor near our table. This felt like a genuine safety concern, not just bad service.",Cleanliness Issue,Critical,1,Negative
RC005736,"Honestly, the manager was aggressive and unprofessional when I asked for a resolution.",Staff Behavior,Critical,1,Negative
RC005737,The volume of the background music was way too high for a sit-down meal. It wasn't what I expected for the price I paid.,General Dissatisfaction,Medium,2,Negative
RC005738,"Not going to lie, the washroom floor was wet and grimy, definitely not up to standard. I left feeling quite upset about the whole thing. I don't think I'll be coming back after this.",Cleanliness Issue,High,2,Negative
RC005739,"I have to say, I have a nut allergy and the fish fillet came with nuts despite me mentioning it clearly. This felt like a genuine safety concern, not just bad service. I specifically asked for no onions in my veg thali but they added them anyway.",Food Quality,Critical,1,Negative
RC005740,"The manager refused to listen and was condescending throughout the conversation. I am seriously considering never returning and warning others. When I raised the issue, the manager was dismissive and even raised their voice at me. I am seriously considering never returning and warning others.",Staff Behavior,Critical,1,Negative
RC005741,"A surprise convenience fee showed up on the final invoice. This really ruined the experience for us. Adding to the frustration, communication from the restaurant was unclear from start to finish.",Pricing Issue,High,1,Negative
RC005742,"Pricing was reasonable overall, though the chicken wings felt a touch expensive for the portion. It didn't blow me away, but it didn't disappoint either.",Pricing Issue,Medium,3,Neutral
RC005743,"Service at this food court stall was painfully slow throughout the entire visit. I left feeling quite upset about the whole thing. I left feeling quite upset about the whole thing. In addition, I felt like I overpaid significantly for a fairly average mutton curry. Multiple things went wrong and it was exhausting.",Service Delay,High,1,Negative
RC005744,"Honestly, I have a nut allergy and the club sandwich came with nuts despite me mentioning it clearly.",Food Quality,High,2,Negative
RC005745,"I noticed several hygiene red flags, from dirty utensils to an unclean prep area. This felt like a genuine safety concern, not just bad service. The the stylist handled food without gloves, which felt really unhygienic. I'm honestly considering filing a formal complaint over this.",Cleanliness Issue,Critical,1,Negative
RC005746,"This was my first time here, and overall the experience at this tea house just felt underwhelming. It wasn't what I expected for the price I paid.",General Dissatisfaction,Medium,3,Neutral
RC005747,"Overall, overall it was an average experience at this diner, nothing stood out much either way. It was a fine experience overall, nothing more nothing less.",General Dissatisfaction,Low,4,Neutral
RC005748,"Not going to lie, a cockroach crawled out from under our table while we were eating. I was genuinely frustrated by the end of it.",Cleanliness Issue,High,2,Negative
RC005749,"The clinic clearly left the cheesecake on the heat too long, it was practically charred. It slightly took away from the experience.",Food Quality,Low,3,Neutral
RC005750,"I have to say, nobody explained what was happening or why there was a delay. It definitely affected the overall experience. As if that wasn't enough, we waited almost 45 minutes just to get our food at the dhaba yesterday.",Staff Behavior,Medium,2,Negative
RC005751,"From start to finish, portions were generous and the ice cream sundae came out hot and perfectly seasoned. Honestly, hard to find anything to complain about. Everything we ordered, especially the cheesecake, was fresh and packed with flavor. Honestly, hard to find anything to complain about.",Food Quality,Low,5,Positive
RC005752,"Not going to lie, between the slow service, the mediocre food, and the noise, the whole visit was a letdown. Adding to the frustration, my fried rice came out burnt around the edges and overdone. This really ruined the experience for us.",General Dissatisfaction,High,1,Negative
